"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"216485_s_at"	0.220086751250651	0.0251048574439216	-2.47331819684304	-3.600739435553	-0.764398801317429	"TPSAB1"	"tryptase alpha/beta 1"
"208985_s_at"	0.220116373648471	0.0251399168108113	2.47262061571589	-3.60199349946634	0.774409031155169	"EIF3J"	"eukaryotic translation initiation factor 3 subunit J"
"216902_s_at"	0.220116373648471	0.0251583026858539	2.47225515799334	-3.60265043605209	1.83207180560391	"RRN3P1///RRN3P2///RRN3"	"RRN3 homolog, RNA polymerase I transcription factor pseudogene 1///RRN3 homolog, RNA polymerase I transcription factor pseudogene 2///RRN3 homolog, RNA polymerase I transcription factor"
"204990_s_at"	0.220294804675159	0.0252180849515996	-2.47106860815824	-3.60478306755107	-1.70147973482355	"ITGB4"	"integrin subunit beta 4"
"205595_at"	0.220294804675159	0.0252489041410357	-2.47045795463355	-3.60588045314218	-0.93949362845356	"DSG3"	"desmoglein 3"
"202998_s_at"	0.220294804675159	0.0252713824934544	2.47001301248777	-3.60667997336264	0.768951113787473	"LOXL2"	"lysyl oxidase like 2"
"206869_at"	0.220294804675159	0.0252839180515348	-2.46976504342768	-3.60712552508952	-1.26222258654776	"CHAD"	"chondroadherin"
"205821_at"	0.220294804675159	0.0253087076093804	2.46927501779546	-3.60800595036966	1.65154006909038	"KLRC4-KLRK1///KLRK1"	"KLRC4-KLRK1 readthrough///killer cell lectin like receptor K1"
"204957_at"	0.220294804675159	0.0253290171189111	2.46887389010642	-3.60872659941397	0.778794937573639	"ORC5"	"origin recognition complex subunit 5"
"219737_s_at"	0.221345791786598	0.0254750302840938	2.46599896515353	-3.61389014369367	1.16313928610156	"PCDH9"	"protocadherin 9"
"217897_at"	0.221756301814978	0.0255721683162225	-2.46409500404252	-3.61730839789021	-0.769469966704494	"FXYD6"	"FXYD domain containing ion transport regulator 6"
"203743_s_at"	0.221756301814978	0.0255750766562113	2.46403810463788	-3.61741053463408	0.946335891890547	"TDG"	"thymine DNA glycosylase"
"201099_at"	0.221756301814978	0.0255979354420792	2.46359110365228	-3.61821288535554	0.5461718363809	"USP9X"	"ubiquitin specific peptidase 9, X-linked"
"210962_s_at"	0.222460903752834	0.0257045693407119	2.46151087411654	-3.6219460233744	0.842806345069862	"AKAP9"	"A-kinase anchoring protein 9"
"201445_at"	0.22273926223737	0.0257708272855893	2.46022241876624	-3.62425759856977	1.2833588041734	"CNN3"	"calponin 3"
"207629_s_at"	0.22273926223737	0.0257987300130127	2.45968075966065	-3.62522922014942	1.25059494667757	"ARHGEF2"	"Rho/Rac guanine nucleotide exchange factor 2"
"206183_s_at"	0.22273926223737	0.0258261504887117	2.45914900254976	-3.62618299255266	1.29573517461303	"LOC101929134///HERC3"	"uncharacterized LOC101929134///HECT and RLD domain containing E3 ubiquitin protein ligase 3"
"213213_at"	0.22273926223737	0.0258380583966925	2.45891824256071	-3.62659686238311	0.58898518311813	"DIDO1"	"death inducer-obliterator 1"
"220038_at"	0.223331257806095	0.025932129446153	2.457098799036	-3.62985947847653	2.77628257721107	"C8orf44-SGK3///SGK3"	"C8orf44-SGK3 readthrough///serum/glucocorticoid regulated kinase family member 3"
"220088_at"	0.223369063329569	0.0259619222930536	-2.45652387386695	-3.63089022057909	-1.34529646902353	"C5AR1"	"complement component 5a receptor 1"
"32259_at"	0.2239516019802	0.0260550993774303	2.45472982009322	-3.63410599993174	0.570245997234931	"EZH1"	"enhancer of zeste 1 polycomb repressive complex 2 subunit"
"208634_s_at"	0.224132435087204	0.0261123968210968	2.45362961544079	-3.63607759038508	0.888817023855431	"MACF1"	"microtubule-actin crosslinking factor 1"
"206576_s_at"	0.224132435087204	0.0261271177032166	-2.4533473194808	-3.63658341091043	-1.05400083923985	"CEACAM1"	"carcinoembryonic antigen related cell adhesion molecule 1"
"202308_at"	0.224669824238761	0.0262153121424962	2.45165919990558	-3.63960768800378	0.744913583798877	"SREBF1"	"sterol regulatory element binding transcription factor 1"
"201756_at"	0.225001759654328	0.0262796323399289	2.45043144116788	-3.64180667481906	0.806035997798999	"RPA2"	"replication protein A2"
"203985_at"	0.225191679440951	0.02632742482262	2.44952100777946	-3.64343701365283	1.14624781777982	"ZNF212"	"zinc finger protein 212"
"210947_s_at"	0.225314492470018	0.0263674073412542	2.44876055291325	-3.64479858571731	0.624065048532308	"MSH3"	"mutS homolog 3"
"214609_at"	0.225632076318681	0.0264302329817174	-2.44756783093847	-3.64693375963623	-1.15988884129655	"PHOX2A"	"paired like homeobox 2a"
"221750_at"	0.226258275150032	0.0265293166927878	2.4456922039408	-3.65029055918798	0.996529538701456	"HMGCS1"	"3-hydroxy-3-methylglutaryl-CoA synthase 1"
"219304_s_at"	0.226264938705558	0.0265797011497979	2.44474098101783	-3.6519925414141	1.06529269350805	"PDGFD"	"platelet derived growth factor D"
"205049_s_at"	0.226264938705558	0.0265815627980031	2.4447058671075	-3.6520553638545	1.07412268119714	"CD79A"	"CD79a molecule"
"210640_s_at"	0.226418400876952	0.0266253413518445	-2.44388079770585	-3.65353138882731	-1.39365980043834	"GPER1"	"G protein-coupled estrogen receptor 1"
"208174_x_at"	0.226503279252722	0.0266610820000646	2.4432081651647	-3.65473455241048	0.632889815237588	"ZRSR2"	"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2"
"214177_s_at"	0.227126841941463	0.0267603102753731	2.44134516874488	-3.65806623159264	0.701629882233943	"PBXIP1"	"PBX homeobox interacting protein 1"
"214623_at"	0.227375940066063	0.0268552685577485	-2.43956844912742	-3.66124261200331	-1.29361584401199	"FBXW4P1"	"F-box and WD repeat domain containing 4 pseudogene 1"
"205174_s_at"	0.227375940066063	0.0268712341248062	-2.43927030854523	-3.66177552482609	-1.484409018504	"QPCT"	"glutaminyl-peptide cyclotransferase"
"210262_at"	0.227375940066063	0.0268793543698059	-2.43911873556638	-3.66204644405034	-2.23872505047408	"CRISP2"	"cysteine rich secretory protein 2"
"205251_at"	0.227375940066063	0.0268930942418634	2.43886236489101	-3.66250466076331	0.780777148407069	"PER2"	"period circadian clock 2"
"207677_s_at"	0.228354392389916	0.0270347915930744	-2.43622565171556	-3.66721612282049	-2.04540521133191	"NCF4"	"neutrophil cytosolic factor 4"
"204161_s_at"	0.228622399558136	0.0271097769316368	2.43483560231878	-3.66969908430338	1.01499634992784	"ENPP4"	"ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)"
"203654_s_at"	0.228622399558136	0.0271262185245322	2.43453130031911	-3.67024255988741	0.966328532829563	"COIL"	"coilin"
"36711_at"	0.228622399558136	0.0271445223630949	-2.43419273680149	-3.67084719155696	-1.058873796306	"MAFF"	"MAF bZIP transcription factor F"
"209042_s_at"	0.229890150635946	0.0273362559789804	2.43065917930976	-3.67715553147723	1.82813858154655	"UBE2G2"	"ubiquitin conjugating enzyme E2 G2"
"208126_s_at"	0.229890150635946	0.0273473328289775	-2.43045575477574	-3.67751857889713	-1.02861241736909	"CYP2C18"	"cytochrome P450 family 2 subfamily C member 18"
"201587_s_at"	0.230301575186894	0.0274224666462729	-2.42907798637059	-3.67997710973328	-0.693081437266056	"IRAK1"	"interleukin 1 receptor associated kinase 1"
"202505_at"	0.23069790458125	0.0274958949165416	2.42773493573636	-3.68237311321709	0.871773369916859	"SNRPB2"	"small nuclear ribonucleoprotein polypeptide B2"
"202417_at"	0.231392633906388	0.0276050122788356	2.42574535507428	-3.68592148007987	1.48720284026326	"KEAP1"	"kelch like ECH associated protein 1"
"206786_at"	0.232067427555759	0.0277267403181934	-2.42353458708136	-3.68986286017168	-1.95223307601937	"HTN3"	"histatin 3"
"220048_at"	0.232067427555759	0.0277781022292519	2.42260452503901	-3.69152052154678	0.628684180410128	"EDAR"	"ectodysplasin A receptor"
"207690_at"	0.232067427555759	0.0278058474270953	-2.42210279015	-3.69241465602792	-0.98268908863893	"ALX3"	"ALX homeobox 3"
"207157_s_at"	0.232067427555759	0.0278392111657122	-2.42150007720886	-3.69348863634739	-0.734377126950786	"GNG5"	"G protein subunit gamma 5"
"203430_at"	0.232067427555759	0.0278440009429065	-2.42141360631553	-3.69364271024602	-0.657125421035632	"HEBP2"	"heme binding protein 2"
"206322_at"	0.232067427555759	0.0278734411547051	2.4208824240635	-3.6945891190236	1.42758324449625	"SYN3"	"synapsin III"
"203091_at"	0.232067427555759	0.0279122435448022	2.42018313115837	-3.69583491419105	0.6469436812186	"FUBP1"	"far upstream element binding protein 1"
"200752_s_at"	0.232067427555759	0.0279197011894537	-2.42004883538942	-3.69607414523106	-0.707855422480602	"CAPN1"	"calpain 1"
"202405_at"	0.232067427555759	0.027923045417263	2.41998862420613	-3.69618140202612	0.670827007313586	"TIAL1"	"TIA1 cytotoxic granule-associated RNA binding protein-like 1"
"210028_s_at"	0.233865464833584	0.0281659874057506	2.41563268405507	-3.70393776201869	0.940690462296358	"ORC3"	"origin recognition complex subunit 3"
"219350_s_at"	0.233932992516684	0.0282007246750466	2.41501274668394	-3.7050411547085	0.650307979930485	"DIABLO"	"diablo IAP-binding mitochondrial protein"
"202023_at"	0.234585449509257	0.0283060573102833	-2.41313732847204	-3.70837836041724	-1.29028007209474	"EFNA1"	"ephrin A1"
"209994_s_at"	0.234684109778152	0.0283446519486407	2.41245181013453	-3.70959792216958	1.26836185456811	"ABCB4///ABCB1"	"ATP binding cassette subfamily B member 4///ATP binding cassette subfamily B member 1"
"219494_at"	0.234761430935649	0.0283806893079262	2.41181250900692	-3.71073512602719	1.34092403351268	"RAD54B"	"RAD54 homolog B (S. cerevisiae)"
"200978_at"	0.236799753608521	0.0286540359194207	2.40698814246797	-3.71931258666416	0.754734767974206	"MDH1"	"malate dehydrogenase 1"
"218657_at"	0.236861131949455	0.0286884004920016	-2.40638470813921	-3.720384932551	-0.792487554487807	"RAPGEFL1"	"Rap guanine nucleotide exchange factor like 1"
"220793_at"	0.236942190468652	0.0287593434966509	-2.40514111821473	-3.722594509898	-1.34540143464613	"SAGE1"	"sarcoma antigen 1"
"200958_s_at"	0.236942190468652	0.0287846667294321	-2.40469791718658	-3.72338185688167	-0.721076984322558	"SDCBP"	"syndecan binding protein"
"220543_at"	0.236942190468652	0.0287994766877346	-2.4044388873066	-3.7238419942699	-1.1780547769419	"C21orf62"	"chromosome 21 open reading frame 62"
"217816_s_at"	0.236942190468652	0.0288291079479427	2.40392100604245	-3.72476188690554	0.824569236677691	"PCNP"	"PEST proteolytic signal containing nuclear protein"
"213251_at"	0.236942190468652	0.0288329516435184	2.4038538645199	-3.7248811414644	1.15667143000854	"SMARCA5"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
"219661_at"	0.237132788472569	0.0288831134372935	-2.40297841329665	-3.72643595551913	-1.15896684124278	"RANBP17"	"RAN binding protein 17"
"217892_s_at"	0.237317538581415	0.0289326056362193	2.40211605224065	-3.72796727856504	0.757012854427627	"LIMA1"	"LIM domain and actin binding 1"
"217879_at"	0.237619149818351	0.0290157557559391	2.40067035608202	-3.73053390811098	0.584099982269175	"CDC27"	"cell division cycle 27"
"207877_s_at"	0.237619149818351	0.0290386388949555	2.40027318197088	-3.73123891593752	1.58490423975397	"NVL"	"nuclear VCP-like"
"209946_at"	0.237619149818351	0.029084909046762	-2.39947098892851	-3.73266270035633	-0.988153636917333	"VEGFC"	"vascular endothelial growth factor C"
"202502_at"	0.237619149818351	0.0291000224325504	2.39920922638752	-3.73312724829501	1.15838170311506	"ACADM"	"acyl-CoA dehydrogenase, C-4 to C-12 straight chain"
"219920_s_at"	0.237619149818351	0.0291044949794569	-2.39913178683524	-3.73326467539414	-0.82726750517179	"AMIGO3///GMPPB"	"adhesion molecule with Ig like domain 3///GDP-mannose pyrophosphorylase B"
"202419_at"	0.237702893979229	0.0291661210591697	2.39806590770708	-3.73515602580076	0.693990238026936	"KDSR"	"3-ketodihydrosphingosine reductase"
"209358_at"	0.237702893979229	0.0291688186743532	2.39801929851193	-3.73523872310266	0.770064439220741	"TAF11"	"TATA-box binding protein associated factor 11"
"209183_s_at"	0.23784259389138	0.0292301235453104	-2.39696117138666	-3.73711593610619	-1.2232751403603	"C10orf10"	"chromosome 10 open reading frame 10"
"202948_at"	0.23784259389138	0.0292400595924693	-2.39678987140821	-3.73741980342054	-2.03389832980362	"IL1R1"	"interleukin 1 receptor type 1"
"208709_s_at"	0.237896325703551	0.0292737205062256	-2.39620995617951	-3.73844843822434	-0.704100746017049	"NRDC"	"nardilysin convertase"
"206483_at"	0.238755593359163	0.029439896686318	-2.39335622553247	-3.74350869390706	-0.838683467538079	"LRRC6"	"leucine rich repeat containing 6"
"218699_at"	0.238755593359163	0.0294448208197816	2.39327189553521	-3.74365818798154	0.802817592302796	"RAB29"	"RAB29, member RAS oncogene family"
"201059_at"	0.238755593359163	0.0295370612633851	-2.39169464994164	-3.7464537851886	-1.12541130923334	"CTTN"	"cortactin"
"33850_at"	0.238755593359163	0.0295561508463745	-2.39136881138951	-3.74703121789346	-0.858803579928066	"MAP4"	"microtubule associated protein 4"
"205084_at"	0.238755593359163	0.0296211105144521	2.39026150335279	-3.7489932666143	0.697664703260855	"BCAP29"	"B-cell receptor-associated protein 29"
"208329_at"	0.238755593359163	0.0296288685606072	-2.39012941198802	-3.74922729359976	-1.44423783159409	"PBOV1"	"prostate and breast cancer overexpressed 1"
"218217_at"	0.238755593359163	0.0296680371402337	-2.38946301034328	-3.75040787367085	-0.631799372710537	"SCPEP1"	"serine carboxypeptidase 1"
"214581_x_at"	0.238755593359163	0.0296801815877771	2.3892565569193	-3.75077359168051	1.85209528014706	"TNFRSF21"	"TNF receptor superfamily member 21"
"210621_s_at"	0.238755593359163	0.0296964074881295	2.38898084367481	-3.75126197685492	0.622740188409557	"RASA1"	"RAS p21 protein activator 1"
"206249_at"	0.238755593359163	0.0296965177355789	-2.38897897081688	-3.75126529425993	-1.46135660819766	"MAP3K13"	"mitogen-activated protein kinase kinase kinase 13"
"208506_at"	0.238755593359163	0.029752532282455	-2.38802825469779	-3.7529491548738	-1.33718181224395	"HIST1H3F"	"histone cluster 1, H3f"
"218090_s_at"	0.238755593359163	0.0297942013802244	2.3873221119413	-3.75419964706838	0.871687995012719	"WDR11"	"WD repeat domain 11"
"209761_s_at"	0.238755593359163	0.0298254740952431	2.38679276153592	-3.75513695408431	0.77960953526307	"SP110"	"SP110 nuclear body protein"
"209392_at"	0.238755593359163	0.029866599743769	2.38609742653546	-3.75636802550032	0.92336537430903	"ENPP2"	"ectonucleotide pyrophosphatase/phosphodiesterase 2"
"208350_at"	0.238755593359163	0.0298889054732261	2.38572066778356	-3.75703499992366	1.67053092229654	"CSN1S1"	"casein alpha s1"
"211985_s_at"	0.238755593359163	0.0299018712527894	2.38550178872346	-3.7574224591099	1.60891184206293	"CALM3///CALM2///CALM1"	"calmodulin 3///calmodulin 2///calmodulin 1"
"202038_at"	0.238755593359163	0.0299183279151678	2.38522410773175	-3.7579139866021	0.682641143381392	"UBE4A"	"ubiquitination factor E4A"
"221287_at"	0.238755593359163	0.0299455722975917	2.38476471646278	-3.75872710647379	1.01699954982679	"RNASEL"	"ribonuclease L"
"206181_at"	0.238755593359163	0.0299603498124683	2.38451570450519	-3.75916782708809	0.747920062136244	"SLAMF1"	"signaling lymphocytic activation molecule family member 1"
"219911_s_at"	0.238755593359163	0.0299666539204881	-2.38440951085308	-3.75935577059921	-1.46877941498197	"SLCO4A1"	"solute carrier organic anion transporter family member 4A1"
"203088_at"	0.238755593359163	0.0299807691305623	2.38417181426189	-3.75977643697934	1.58163676074567	"FBLN5"	"fibulin 5"
"214882_s_at"	0.238755593359163	0.0300048808333473	2.38376602286449	-3.76049454804069	0.81727127595385	"MIR636///SRSF2"	"microRNA 636///serine and arginine rich splicing factor 2"
"208754_s_at"	0.238755593359163	0.0300311469019345	2.38332432350166	-3.76127614201554	0.980931442243094	"NAP1L1"	"nucleosome assembly protein 1 like 1"
"221034_s_at"	0.238755593359163	0.0300653712498417	2.38274934033448	-3.76229348718976	0.906932803942728	"TEX13B"	"testis expressed 13B"
"200665_s_at"	0.238755593359163	0.0300711074884149	-2.38265302945911	-3.76246388393385	-1.34815544595905	"SPARC"	"secreted protein acidic and cysteine rich"
"218832_x_at"	0.238755593359163	0.0300854313023942	2.38241260954313	-3.76288923030873	1.80944752861474	"ARRB1"	"arrestin beta 1"
"205484_at"	0.238882653026301	0.0301286093717921	2.38168853307732	-3.76417013720423	1.44449779139006	"SIT1"	"signaling threshold regulating transmembrane adaptor 1"
"206717_at"	0.239130610996934	0.0301870781538265	-2.3807095937754	-3.76590162602259	-0.886585781959506	"MYH8"	"myosin heavy chain 8"
"203771_s_at"	0.239540482759015	0.0302660612242995	2.37939001503312	-3.76823511481974	1.57141014664205	"BLVRA"	"biliverdin reductase A"
"210731_s_at"	0.240146080327808	0.0303698898356105	2.37766026114099	-3.77129306539212	0.564308579504969	"LGALS8"	"galectin 8"
"205868_s_at"	0.241198435049446	0.0305398945531173	2.37484001224186	-3.77627671763831	1.48072051383887	"PTPN11"	"protein tyrosine phosphatase, non-receptor type 11"
"210039_s_at"	0.241198435049446	0.0305578365341844	2.37454323068518	-3.77680100528538	0.850437939290213	"PRKCQ"	"protein kinase C theta"
"219317_at"	0.242987174008784	0.0308120890503576	2.37035512152951	-3.78419648979693	0.709531892185263	"POLI"	"DNA polymerase iota"
"217822_at"	0.243622530858146	0.0309203621559981	2.36858148086512	-3.78732666716562	0.730884684110821	"WBP11"	"WW domain binding protein 11"
"201675_at"	0.244061847526339	0.0310038762296054	2.36721740742182	-3.78973330960608	0.794623871904321	"AKAP1"	"A-kinase anchoring protein 1"
"202892_at"	0.244291239066146	0.0310767093186891	2.36603060867864	-3.79182667692559	0.826690627775787	"CDC23"	"cell division cycle 23"
"218204_s_at"	0.244291239066146	0.0310885814301168	2.36583740321503	-3.79216742283599	0.691381482502257	"FYCO1"	"FYVE and coiled-coil domain containing 1"
"214035_x_at"	0.244401277637104	0.031130379956051	2.36515773005697	-3.79336602543012	1.23310407522285	""	""
"202501_at"	0.244773070104676	0.0312055739323714	2.36393718057379	-3.79551807224034	0.636731431976989	"MAPRE2"	"microtubule associated protein RP/EB family member 2"
"202164_s_at"	0.244789854198155	0.0312606137089636	2.36304552542483	-3.79708990228673	1.09033454094359	"CNOT8"	"CCR4-NOT transcription complex subunit 8"
"203449_s_at"	0.244789854198155	0.0312633920464606	2.36300055494696	-3.79716917017028	0.880163035488413	"TERF1"	"telomeric repeat binding factor 1"
"221424_s_at"	0.244900167989054	0.0313053325167402	2.36232215779402	-3.79836487425229	0.95424688331346	"OR51E2"	"olfactory receptor family 51 subfamily E member 2"
"208583_x_at"	0.246016178234868	0.0314759695796914	-2.35957084050891	-3.80321259540567	-0.720128981568299	"HIST1H2AJ"	"histone cluster 1, H2aj"
"204912_at"	0.246150445192604	0.0315211419637066	2.35884483654816	-3.80449136108818	1.02014144357185	"IL10RA"	"interleukin 10 receptor subunit alpha"
"203992_s_at"	0.246214513119296	0.0315653543610943	2.35813520734456	-3.80574111214493	0.818233073021423	"KDM6A"	"lysine demethylase 6A"
"203723_at"	0.246214513119296	0.0315952611189637	2.35765571949029	-3.80658545717165	0.844969200177506	"ITPKB"	"inositol-trisphosphate 3-kinase B"
"206371_at"	0.246214513119296	0.0316137116742417	-2.35736011880624	-3.80710595073508	-2.69105852498445	"FOLR3"	"folate receptor 3"
"211563_s_at"	0.246214513119296	0.0316413510547941	2.35691760490015	-3.80788507364072	1.17578356696488	"URI1"	"URI1, prefoldin like chaperone"
"205758_at"	0.246483972708947	0.0317429828573756	2.35529356886229	-3.81074390263104	1.16892623032902	"CD8A"	"CD8a molecule"
"203217_s_at"	0.246483972708947	0.031750080257893	2.35518033773734	-3.81094319263942	0.985711238379029	"ST3GAL5"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
"209651_at"	0.246483972708947	0.0317600751824447	-2.35502092015015	-3.81122376475034	-1.26632481543036	"TGFB1I1"	"transforming growth factor beta 1 induced transcript 1"
"219115_s_at"	0.246557623787594	0.0318064210890774	-2.35428232499208	-3.81252356628285	-1.42842185627812	"IL20RA"	"interleukin 20 receptor subunit alpha"
"33646_g_at"	0.246557623787594	0.0318621152300834	2.35339608698257	-3.81408294907008	1.06087801732305	"GM2A"	"GM2 ganglioside activator"
"209930_s_at"	0.246557623787594	0.0318718398712486	-2.35324149196913	-3.8143549398049	-1.93468745770003	"NFE2"	"nuclear factor, erythroid 2"
"208052_x_at"	0.246557623787594	0.0318817261738308	-2.35308437238661	-3.81463136386492	-0.928356053893639	"CEACAM3"	"carcinoembryonic antigen related cell adhesion molecule 3"
"208598_s_at"	0.246864979782368	0.0319750018756545	2.35160422208004	-3.8172350130592	0.587797102237298	"HUWE1"	"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase"
"201785_at"	0.246864979782368	0.0319978432264648	-2.35124238096005	-3.81787139378244	-1.83050406963562	"RNASE1"	"ribonuclease A family member 1, pancreatic"
"212224_at"	0.246864979782368	0.0320056950929034	2.35111805168003	-3.81809004506588	1.26792008262478	"ALDH1A1"	"aldehyde dehydrogenase 1 family member A1"
"220604_x_at"	0.247026699413212	0.0320547553770584	-2.35034186137341	-3.81945497030823	-1.24746009361493	"FTCD"	"formimidoyltransferase cyclodeaminase"
"202900_s_at"	0.247034718124551	0.0321117530084505	2.34944149250071	-3.82103800486853	0.785985233328073	"NUP88"	"nucleoporin 88"
"206385_s_at"	0.247034718124551	0.0321119848534473	2.34943783320258	-3.82104443810559	2.15070312048146	"ANK3"	"ankyrin 3, node of Ranvier (ankyrin G)"
"212373_at"	0.247172065381034	0.0321579486859892	2.34871285791242	-3.82231889217289	0.927283026435768	"FEM1B"	"fem-1 homolog B"
"217791_s_at"	0.247561901283241	0.0322530515068119	2.34721590988014	-3.82494984928784	0.706436173845781	"ALDH18A1"	"aldehyde dehydrogenase 18 family member A1"
"215783_s_at"	0.247561901283241	0.0322649765575565	-2.34702849828807	-3.82527917998548	-2.13554256671577	"ALPL"	"alkaline phosphatase, liver/bone/kidney"
"205616_at"	0.248364567492274	0.0323978345176434	-2.3449449160716	-3.8289397621594	-0.702487103424491	"GALNT8///KCNA6"	"polypeptide N-acetylgalactosaminyltransferase 8///potassium voltage-gated channel subfamily A member 6"
"203135_at"	0.248730033157802	0.0324737948442121	2.34375724708683	-3.83102567472649	0.591915384601267	"TBP"	"TATA-box binding protein"
"205664_at"	0.249509906818362	0.0326161634064328	2.34153826434093	-3.83492159195579	0.897872421603391	"KIN"	"Kin17 DNA and RNA binding protein"
"204831_at"	0.249509906818362	0.0326355660623603	2.34123655487676	-3.83545117900877	1.02625936158099	"CDK8"	"cyclin dependent kinase 8"
"200058_s_at"	0.249509906818362	0.0326607418114335	2.34084532509919	-3.83613785328617	0.677720184487136	"LOC101929240///SNRNP200"	"U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene///small nuclear ribonucleoprotein U5 subunit 200"
"209504_s_at"	0.249568440484144	0.0327186627926497	2.33994630927265	-3.83771557774828	1.14107374786208	"PLEKHB1"	"pleckstrin homology domain containing B1"
"203852_s_at"	0.249568440484144	0.0327327354110234	2.33972810770422	-3.83809846771757	0.723318476062298	"SMN2///SMN1"	"survival of motor neuron 2, centromeric///survival of motor neuron 1, telomeric"
"201030_x_at"	0.249568440484144	0.0327535517250884	2.33940550374254	-3.83866452804003	0.743373850479447	"LDHB"	"lactate dehydrogenase B"
"203744_at"	0.250143303454099	0.0328574451824729	-2.33779826884708	-3.84148414335299	-0.729972838905907	"HMGB3"	"high mobility group box 3"
"207225_at"	0.250456387676242	0.0329270538102736	-2.33672408571344	-3.84336811365534	-0.89783005754569	"AANAT"	"aralkylamine N-acetyltransferase"
"206430_at"	0.250618027403994	0.0330383083094963	-2.33501164766082	-3.84637066955478	-1.07684287339338	"CDX1"	"caudal type homeobox 1"
"202710_at"	0.250618027403994	0.0330498599586044	2.33483415374962	-3.84668182582149	0.892100262045429	"BET1"	"Bet1 golgi vesicular membrane trafficking protein"
"206562_s_at"	0.250618027403994	0.033067948709268	2.33455633250333	-3.84716883930351	0.74159404564417	"CSNK1A1"	"casein kinase 1 alpha 1"
"214290_s_at"	0.250618027403994	0.033099030469159	-2.33407928702278	-3.84800502525674	-1.76480178053573	"HIST2H2AA4///HIST2H2AA3"	"histone cluster 2, H2aa4///histone cluster 2, H2aa3"
"201525_at"	0.250618027403994	0.0331297620170567	-2.33360802938786	-3.84883098846038	-0.904069206564023	"APOD"	"apolipoprotein D"
"205349_at"	0.250618027403994	0.0331383113445893	-2.33347700128154	-3.84906062492556	-0.671847921124034	"GNA15"	"G protein subunit alpha 15"
"37793_r_at"	0.250618027403994	0.0331643564501087	2.33307802585486	-3.84975982219794	0.638007048978865	"RAD51D"	"RAD51 paralog D"
"214455_at"	0.250618027403994	0.0331899208670718	-2.33268669948422	-3.85044556090769	-1.33398800103999	"HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG"	"histone cluster 1, H2bc///histone cluster 1, H2bi///histone cluster 1, H2be///histone cluster 1, H2bf///histone cluster 1, H2bg"
"203920_at"	0.250618027403994	0.0332102007239613	2.3323764672622	-3.85098915688648	1.63437959446802	"NR1H3"	"nuclear receptor subfamily 1 group H member 3"
"206983_at"	0.250618027403994	0.0332409660171009	2.33190617240353	-3.85181315444927	1.33853210636453	"CCR6"	"C-C motif chemokine receptor 6"
"209496_at"	0.250618027403994	0.0332618262231844	-2.33158752411494	-3.85237141028678	-1.51061884988785	"RARRES2"	"retinoic acid receptor responder 2"
"209426_s_at"	0.251162653371837	0.0333626724824639	2.33004969263003	-3.85506511708174	1.25634010294472	"C1QTNF3-AMACR///AMACR"	"C1QTNF3-AMACR readthrough (NMD candidate)///alpha-methylacyl-CoA racemase"
"204220_at"	0.252602660166622	0.0335980348649476	-2.3264774699879	-3.86131913497309	-0.741293389031311	"GMFG"	"glia maturation factor gamma"
"218850_s_at"	0.252602660166622	0.0336114082105024	2.32627520021105	-3.86167312254943	0.874623366165795	"LIMD1"	"LIM domains containing 1"
"202283_at"	0.252629232527807	0.0336436746605324	2.32578748543464	-3.86252660184143	1.53227222673211	"SERPINF1"	"serpin family F member 1"
"216266_s_at"	0.252956223179603	0.033715989260377	2.32469602344524	-3.86443631040344	0.94177035648403	"ARFGEF1"	"ADP ribosylation factor guanine nucleotide exchange factor 1"
"201177_s_at"	0.253537519396805	0.0338223029969809	2.32309537964657	-3.86723616895667	0.943186210587085	"UBA2"	"ubiquitin like modifier activating enzyme 2"
"200021_at"	0.255551814349374	0.034123815803059	-2.31858134928034	-3.87512729883782	-0.953495954484367	"CFL1"	"cofilin 1"
"209033_s_at"	0.255551814349374	0.0341891989310956	2.31760741009995	-3.87682893424139	0.718320920018851	"DYRK1A"	"dual specificity tyrosine phosphorylation regulated kinase 1A"
"218039_at"	0.255551814349374	0.0341902666772664	-2.31759151955821	-3.87685669491453	-1.08000299143652	"NUSAP1"	"nucleolar and spindle associated protein 1"
"210609_s_at"	0.255551814349374	0.0342072654940536	-2.31733860026046	-3.8772985312912	-0.719596361692526	"TP53I3"	"tumor protein p53 inducible protein 3"
"202530_at"	0.255748092475729	0.0342640589140078	-2.31649444378747	-3.87877306371392	-1.21634257192922	"MAPK14"	"mitogen-activated protein kinase 14"
"210093_s_at"	0.255748092475729	0.034291709431239	2.31608393069033	-3.87949003755683	1.02004355764092	"MAGOHB///MAGOH"	"mago homolog B, exon junction complex core component///mago homolog, exon junction complex core component"
"207201_s_at"	0.255906771291031	0.034342089175869	-2.31533676435154	-3.88079483390725	-1.95223015121849	"SLC22A1"	"solute carrier family 22 member 1"
